scam_report_no,scam_incident_date,scam_report_date,scam_type,scam_approach_platform,scam_communication_platform,scam_transaction_type,scam_beneficiary_platform,scam_beneficiary_identifier,scam_contact_no,scam_email,scam_moniker,scam_url_link,scam_amount_lost,scam_incident_description,scam_subcategory,scam_item_involved,scam_item_type,scam_impersonation_type,scam_first_impersonated_entity,scam_first_impersonated_entity_name,scam_second_impersonated_entity,scam_second_impersonated_entity_name,scam_phished_details,scam_use_of_phished_details,scam_pretext_for_phishing
A/20250302/2685,2025-02-25,2025-03-02,ECOMMERCE,FACEBOOK,TELEGRAM,BANK TRANSFER,TRUST,37452991,NA,NA,leraymond,NA,254.2,"I came across a listing for crabs on Facebook, posted by someone using the moniker 'leraymond'. I contacted the individual through Telegram to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $254.20 was made to TRUST account 37452991 on 2025-02-25.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,CRABS,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
J/20250626/2589,2025-06-25,2025-06-26,ECOMMERCE,INSTAGRAM,WHATSAPP,BANK TRANSFER,CITIBANK,63193149,NA,NA,hinesdavid,NA,26.19,"I came across a listing for abalones on Instagram, posted by someone using the moniker 'hinesdavid'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $26.19 was made to CITIBANK account 63193149 on 2025-06-25.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,ABALONES,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
E/20250531/2677,2025-05-19,2025-05-31,ECOMMERCE,SHOPEE,WHATSAPP,BANK TRANSFER,DBS,85067165,NA,NA,benjamin45,NA,249.16,"I came across a listing for crabs on Shopee, posted by someone using the moniker 'benjamin45'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $249.16 was made to DBS account 85067165 on 2025-05-19.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,CRABS,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
D/20250526/7445,2025-05-03,2025-05-26,ECOMMERCE,LAZADA,WHATSAPP,BANK TRANSFER,GXS,49877694,NA,NA,baileykevin,NA,620.7,"I came across a listing for an Universal Studios Singapore attraction ticket on Lazada, posted by someone using the moniker 'baileykevin'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $620.70 was made to GXS account 49877694 on 2025-05-03.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
F/20250117/2249,2025-01-08,2025-01-17,ECOMMERCE,INSTAGRAM,WHATSAPP,BANK TRANSFER,TRUST,96507527,NA,NA,athomas,NA,244.26,"I came across a listing for crabs on Instagram, posted by someone using the moniker 'athomas'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $244.26 was made to TRUST account 96507527 on 2025-01-08.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,CRABS,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
G/20250130/2901,2025-01-19,2025-01-30,ECOMMERCE,SHOPEE,WHATSAPP,BANK TRANSFER,MAYBANK,80831367,NA,NA,ryan26,NA,859.36,"I came across a listing for an Universal Studios Singapore attraction ticket on Shopee, posted by someone using the moniker 'ryan26'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $859.36 was made to MAYBANK account 80831367 on 2025-01-19.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
A/20250507/2458,2025-04-16,2025-05-07,ECOMMERCE,SHOPEE,WHATSAPP,BANK TRANSFER,DBS,43634957,NA,NA,xreynolds,NA,156.57,"I came across a listing for an Universal Studios Singapore attraction ticket on Shopee, posted by someone using the moniker 'xreynolds'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $156.57 was made to DBS account 43634957 on 2025-04-16.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
J/20250519/2360,2025-04-25,2025-05-19,ECOMMERCE,CAROUSELL,TELEGRAM,BANK TRANSFER,CIMB,44431351,NA,NA,daniel05,NA,277.84,"I came across a listing for an Universal Studios Singapore attraction ticket on Carousell, posted by someone using the moniker 'daniel05'. I contacted the individual through Telegram to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $277.84 was made to CIMB account 44431351 on 2025-04-25.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
F/20250305/7756,2025-02-26,2025-03-05,ECOMMERCE,CAROUSELL,WHATSAPP,BANK TRANSFER,MAYBANK,98941343,NA,NA,michaelwhite,NA,1707.97,"I came across a listing for an iPhone 16 Pro Max on Carousell, posted by someone using the moniker 'michaelwhite'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $1707.97 was made to MAYBANK account 98941343 on 2025-02-26.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,IPHONE 16 PRO MAX,ELECTRONICS,NA,NA,NA,NA,NA,NA,NA,NA
A/20250527/7280,2025-05-04,2025-05-27,ECOMMERCE,INSTAGRAM,WHATSAPP,BANK TRANSFER,UOB,84271094,NA,NA,daisy89,NA,296.62,"I came across a listing for crabs on Instagram, posted by someone using the moniker 'daisy89'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $296.62 was made to UOB account 84271094 on 2025-05-04.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,CRABS,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
F/20250520/7258,2025-05-14,2025-05-20,ECOMMERCE,FACEBOOK,FACEBOOK,BANK TRANSFER,DBS,16719022,NA,NA,rogerkim,NA,79.8,"I came across a listing for durians on Facebook, posted by someone using the moniker 'rogerkim'. I contacted the individual through Facebook to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $79.80 was made to DBS account 16719022 on 2025-05-14.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,DURIANS,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
G/20250710/2620,2025-07-06,2025-07-10,ECOMMERCE,INSTAGRAM,WHATSAPP,BANK TRANSFER,TRUST,38677496,NA,NA,luceroashley,NA,58.21,"I came across a listing for crabs on Instagram, posted by someone using the moniker 'luceroashley'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $58.21 was made to TRUST account 38677496 on 2025-07-06.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,CRABS,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
D/20250513/7970,2025-04-23,2025-05-13,ECOMMERCE,CAROUSELL,TELEGRAM,BANK TRANSFER,SCB,41232812,NA,NA,psweeney,NA,1575.77,"I came across a listing for an iPhone 16 Pro Max on Carousell, posted by someone using the moniker 'psweeney'. I contacted the individual through Telegram to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $1575.77 was made to SCB account 41232812 on 2025-04-23.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,IPHONE 16 PRO MAX,ELECTRONICS,NA,NA,NA,NA,NA,NA,NA,NA
E/20250422/7237,2025-04-12,2025-04-22,ECOMMERCE,OTHERS,WHATSAPP,BANK TRANSFER,MAYBANK,71349361,NA,NA,william57,NA,351.61,"I came across a listing for an Universal Studios Singapore attraction ticket on Others, posted by someone using the moniker 'william57'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $351.61 was made to MAYBANK account 71349361 on 2025-04-12.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
D/20250319/2846,2025-02-17,2025-03-19,ECOMMERCE,SHOPEE,SHOPEE,BANK TRANSFER,DBS,02499471,NA,NA,davidsonarthur,NA,582.97,"I came across a listing for a Taylor Swift concert ticket on Shopee, posted by someone using the moniker 'davidsonarthur'. I contacted the individual through Shopee to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $582.97 was made to DBS account 02499471 on 2025-02-17.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,TAYLOR SWIFT CONCERT TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
A/20250415/2448,2025-04-06,2025-04-15,ECOMMERCE,FACEBOOK,FACEBOOK,BANK TRANSFER,TRUST,06594013,NA,NA,dwayne19,NA,764.41,"I came across a listing for an Universal Studios Singapore attraction ticket on Facebook, posted by someone using the moniker 'dwayne19'. I contacted the individual through Facebook to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $764.41 was made to TRUST account 06594013 on 2025-04-06.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
A/20250721/2590,2025-06-26,2025-07-21,ECOMMERCE,CAROUSELL,WHATSAPP,BANK TRANSFER,HSBC,78742967,NA,NA,garysmith,NA,1845.75,"I came across a listing for an iPhone 16 Pro Max on Carousell, posted by someone using the moniker 'garysmith'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $1845.75 was made to HSBC account 78742967 on 2025-06-26.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,IPHONE 16 PRO MAX,ELECTRONICS,NA,NA,NA,NA,NA,NA,NA,NA
A/20250312/2686,2025-03-01,2025-03-12,ECOMMERCE,SHOPEE,SHOPEE,BANK TRANSFER,HSBC,56746807,NA,NA,ingramchristina,NA,47.11,"I came across a listing for durians on Shopee, posted by someone using the moniker 'ingramchristina'. I contacted the individual through Shopee to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $47.11 was made to HSBC account 56746807 on 2025-03-01.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,DURIANS,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
G/20250127/2885,2025-01-23,2025-01-27,ECOMMERCE,CAROUSELL,TELEGRAM,BANK TRANSFER,UOB,87603859,NA,NA,nathanmurray,NA,234.53,"I came across a listing for durians on Carousell, posted by someone using the moniker 'nathanmurray'. I contacted the individual through Telegram to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $234.53 was made to UOB account 87603859 on 2025-01-23.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,DURIANS,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
D/20250619/2562,2025-06-12,2025-06-19,ECOMMERCE,INSTAGRAM,WHATSAPP,BANK TRANSFER,MAYBANK,77109324,NA,NA,larryacosta,NA,939.17,"I came across a listing for a Taylor Swift concert ticket on Instagram, posted by someone using the moniker 'larryacosta'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $939.17 was made to MAYBANK account 77109324 on 2025-06-12.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,TAYLOR SWIFT CONCERT TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
A/20250216/7861,2025-02-13,2025-02-16,ECOMMERCE,SHOPEE,SHOPEE,BANK TRANSFER,CIMB,12748467,NA,NA,sandramendoza,NA,766.04,"I came across a listing for an Universal Studios Singapore attraction ticket on Shopee, posted by someone using the moniker 'sandramendoza'. I contacted the individual through Shopee to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $766.04 was made to CIMB account 12748467 on 2025-02-13.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
G/20250430/7943,2025-04-17,2025-04-30,ECOMMERCE,CAROUSELL,TELEGRAM,BANK TRANSFER,GXS,21465840,NA,NA,bowmanmarco,NA,1782.74,"I came across a listing for an iPhone 16 Pro Max on Carousell, posted by someone using the moniker 'bowmanmarco'. I contacted the individual through Telegram to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $1782.74 was made to GXS account 21465840 on 2025-04-17.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,IPHONE 16 PRO MAX,ELECTRONICS,NA,NA,NA,NA,NA,NA,NA,NA
G/20250407/7457,2025-03-10,2025-04-07,ECOMMERCE,WHATSAPP,WHATSAPP,BANK TRANSFER,CIMB,55886753,NA,NA,jessicali,NA,380.4,"I came across a listing for an Universal Studios Singapore attraction ticket on WhatsApp, posted by someone using the moniker 'jessicali'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $380.40 was made to CIMB account 55886753 on 2025-03-10.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
E/20250122/2044,2025-01-14,2025-01-22,ECOMMERCE,CAROUSELL,WHATSAPP,BANK TRANSFER,CIMB,66270289,NA,NA,james92,NA,224.75,"I came across a listing for an Universal Studios Singapore attraction ticket on Carousell, posted by someone using the moniker 'james92'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $224.75 was made to CIMB account 66270289 on 2025-01-14.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
