vic_first_name,vic_last_name,vic_nric,vic_sex,vic_dob,vic_nationality,vic_race,vic_occupation,vic_contact_no,vic_email,vic_blk,vic_street,vic_unit_no,vic_postal_code,scam_report_no,scam_incident_date,scam_report_date,scam_type,scam_approach_platform,scam_communication_platform,scam_transaction_type,scam_beneficiary_platform,scam_beneficiary_identifier,scam_contact_no,scam_email,scam_moniker,scam_url_link,scam_amount_lost,scam_incident_description,scam_subcategory,scam_item_involved,scam_item_type,scam_impersonation_type,scam_first_impersonated_entity,scam_first_impersonated_entity_name,scam_second_impersonated_entity,scam_second_impersonated_entity_name,scam_phished_details,scam_use_of_phished_details,scam_pretext_for_phishing
SANJAY,RAO,T0287277I,MALE,2002-11-01,SINGAPOREAN,INDIAN,FREELANCER,+6595323376,sanjay_rao@outlook.com,982,UPPER BUKIT TIMAH RD,#29-79,954596,E/20250711/2591,2025-07-02,2025-07-11,ECOMMERCE,CAROUSELL,CAROUSELL,BANK TRANSFER,CITIBANK,21372138,NA,NA,monicamartin,NA,1188.29,"I came across a listing for a MacBook Pro on Carousell, posted by someone using the moniker 'monicamartin'. I contacted the individual through Carousell to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $1188.29 was made to CITIBANK account 21372138 on 2025-07-02.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,MACBOOK PRO,ELECTRONICS,NA,NA,NA,NA,NA,NA,NA,NA
SITI,BINTE RAHMAN,G9002681X,FEMALE,1990-02-26,MALAYSIAN,MALAY,SALES MANAGER,+6590432519,siti.binterahman@hotmail.com,144,ANG MO KIO AVE,#23-31,717457,J/20250605/7124,2025-05-09,2025-06-05,ECOMMERCE,OTHERS,SMS,BANK TRANSFER,SCB,67303718,NA,NA,stevengonzales,NA,755.37,"I came across a listing for an Universal Studios Singapore attraction ticket on Others, posted by someone using the moniker 'stevengonzales'. I contacted the individual through SMS to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $755.37 was made to SCB account 67303718 on 2025-05-09.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
EMMA,BROWN,G0046872G,FEMALE,2000-04-19,BRITISH,OTHER,BUSINESS OWNER,+6596728339,e.brown@outlook.com,934,BEDOK NORTH RD,#11-49,102260,E/20250307/7270,2025-02-27,2025-03-07,ECOMMERCE,FACEBOOK,FACEBOOK,BANK TRANSFER,SCB,03856770,NA,NA,acevedowendy,NA,460.76,"I posted a listing to sell  a Genshin Impact game account on Facebook. A buyer under the moniker 'acevedowendy' contacted me through Facebook requesting to purchase the item. 
The buyer promised payment after receiving the item. 
After I delivered the item to the buyer, no payment was received, and the buyer became uncontactable. 
The total amount lost was SGD 460.76.
",FAILURE TO PAY FOR GOODS AND SERVICES,GENSHIN IMPACT GAME ACCOUNT,GAME RELATED,NA,NA,NA,NA,NA,NA,NA,NA
RAHUL,MENON,S9170143M,MALE,1991-02-13,SINGAPOREAN,INDIAN,MARKETING EXECUTIVE,+6594049282,r.menon@outlook.com,747,SERANGOON RD,#32-72,894993,E/20250308/2254,2025-03-07,2025-03-08,ECOMMERCE,INSTAGRAM,WHATSAPP,BANK TRANSFER,DBS,65182755,NA,NA,melissamcdaniel,NA,56.43,"I came across a listing for abalones on Instagram, posted by someone using the moniker 'melissamcdaniel'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $56.43 was made to DBS account 65182755 on 2025-03-07.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,ABALONES,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
FATIMAH,BINTE RAHMAN,S6851585B,FEMALE,1968-09-07,SINGAPOREAN,MALAY,MARKETING EXECUTIVE,+6596847048,f.binterahman@yahoo.com.sg,971,SENGKANG EAST WAY,#03-89,488528,A/20250302/2744,2025-02-25,2025-03-02,ECOMMERCE,FACEBOOK,FACEBOOK,BANK TRANSFER,SCB,12073564,NA,NA,anthony07,NA,840.12,"I came across a listing for an Universal Studios Singapore attraction ticket on Facebook, posted by someone using the moniker 'anthony07'. I contacted the individual through Facebook to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $840.12 was made to SCB account 12073564 on 2025-02-25.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
PRIYA,KUMAR,S8924808N,FEMALE,1989-05-28,SINGAPOREAN,INDIAN,BUSINESS OWNER,+6597350368,priya_kumar@yahoo.com.sg,911,JALAN BESAR,#32-16,130271,E/20250207/2266,2025-01-23,2025-02-07,ECOMMERCE,INSTAGRAM,WHATSAPP,BANK TRANSFER,BOC,88450615,NA,NA,vhenderson,NA,698.93,"I came across a listing for a Taylor Swift concert ticket on Instagram, posted by someone using the moniker 'vhenderson'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $698.93 was made to BOC account 88450615 on 2025-01-23.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,TAYLOR SWIFT CONCERT TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
XIN LI,CHAN,S9261832I,MALE,1992-05-27,SINGAPOREAN,CHINESE,MARKETING EXECUTIVE,+6594743227,xl.chan@yahoo.com.sg,729,KALLANG BAHRU,#30-10,820775,E/20250324/2242,2025-03-18,2025-03-24,ECOMMERCE,LAZADA,LAZADA,BANK TRANSFER,CIMB,95527636,NA,NA,shannonhunt,NA,124.18,"I came across a listing for durians on Lazada, posted by someone using the moniker 'shannonhunt'. I contacted the individual through Lazada to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $124.18 was made to CIMB account 95527636 on 2025-03-18.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,DURIANS,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
HAO XIN,WONG,S7063193D,MALE,1970-11-07,SINGAPOREAN,CHINESE,GRAPHIC DESIGNER,+6591921542,hx.wong@outlook.com,806,TIONG BAHRU RD,#11-40,213349,E/20250608/2355,2025-05-15,2025-06-08,ECOMMERCE,CAROUSELL,TELEGRAM,BANK TRANSFER,SCB,93769042,NA,NA,lejessica,NA,395.22,"I came across a listing for an Universal Studios Singapore attraction ticket on Carousell, posted by someone using the moniker 'lejessica'. I contacted the individual through Telegram to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $395.22 was made to SCB account 93769042 on 2025-05-15.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
JIA YAN,LEE,S9270289K,FEMALE,1992-07-29,SINGAPOREAN,CHINESE,TEACHER,+6590732280,jiayan_lee@yahoo.com.sg,335,COMMONWEALTH AVE,#31-91,950823,G/20250313/2765,2025-02-16,2025-03-13,ECOMMERCE,FACEBOOK,FACEBOOK,BANK TRANSFER,GXS,76220234,NA,NA,robertwalker,NA,947.84,"I came across a listing for an Universal Studios Singapore attraction ticket on Facebook, posted by someone using the moniker 'robertwalker'. I contacted the individual through Facebook to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $947.84 was made to GXS account 76220234 on 2025-02-16.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
VIKRAM,RAO,S9394078D,MALE,1993-03-21,SINGAPOREAN,INDIAN,TEACHER,+6593612365,v.rao@hotmail.com,990,UPPER BUKIT TIMAH RD,#22-14,197251,J/20250218/2841,2025-02-05,2025-02-18,ECOMMERCE,WHATSAPP,WHATSAPP,BANK TRANSFER,UOB,72832684,NA,NA,madisonwoods,NA,919.27,"I came across a listing for an Universal Studios Singapore attraction ticket on WhatsApp, posted by someone using the moniker 'madisonwoods'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $919.27 was made to UOB account 72832684 on 2025-02-05.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
YAN TING,CHUA,T0768044G,FEMALE,2007-06-01,SINGAPOREAN,CHINESE,CUSTOMER SERVICE OFFICER,+6599301497,yanting.chua@hotmail.com,140,JURONG WEST ST,#27-86,497562,F/20250516/7260,2025-05-02,2025-05-16,ECOMMERCE,LAZADA,LAZADA,BANK TRANSFER,SCB,14986430,NA,NA,elin,NA,958.18,"I came across a listing for a Taylor Swift concert ticket on Lazada, posted by someone using the moniker 'elin'. I contacted the individual through Lazada to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $958.18 was made to SCB account 14986430 on 2025-05-02.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,TAYLOR SWIFT CONCERT TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
CLARA,CRUZ,G0747525L,FEMALE,2007-02-05,FILIPINO,FILIPINO,MARKETING EXECUTIVE,+6590768805,clara.cruz@outlook.com,687,PASIR RIS DR,#19-11,996865,A/20250406/7126,2025-04-05,2025-04-06,ECOMMERCE,OTHERS,TELEGRAM,BANK TRANSFER,UOB,99688143,NA,NA,sramos,NA,440.24,"I posted a listing to sell  a Genshin Impact game account on Others. A buyer under the moniker 'sramos' contacted me through Telegram requesting to purchase the item. 
The buyer promised payment after receiving the item. 
After I delivered the item to the buyer, no payment was received, and the buyer became uncontactable. 
The total amount lost was SGD 440.24.
",FAILURE TO PAY FOR GOODS AND SERVICES,GENSHIN IMPACT GAME ACCOUNT,GAME RELATED,NA,NA,NA,NA,NA,NA,NA,NA
AHMAD,BIN ABDULLAH,S7740748F,MALE,1977-11-14,SINGAPOREAN,MALAY,UNEMPLOYED,+6594040453,a.binabdullah@outlook.com,519,ADMIRALTY DR,#38-19,343467,F/20250518/2884,2025-04-20,2025-05-18,ECOMMERCE,SHOPEE,SHOPEE,BANK TRANSFER,CIMB,84872829,NA,NA,barberstephanie,NA,424.23,"I came across a listing for an Universal Studios Singapore attraction ticket on Shopee, posted by someone using the moniker 'barberstephanie'. I contacted the individual through Shopee to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $424.23 was made to CIMB account 84872829 on 2025-04-20.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
NUR,BIN ISMAIL,S9075655V,FEMALE,1990-08-29,SINGAPOREAN,MALAY,UNEMPLOYED,+6598706768,n.binismail@gmail.com,677,TOA PAYOH LOR,#18-24,713762,D/20250701/2200,2025-06-03,2025-07-01,ECOMMERCE,WHATSAPP,TELEGRAM,BANK TRANSFER,HSBC,70267288,NA,NA,martinkelly,NA,113.83,"I posted a listing to sell  a Taylor Swift concert ticket on WhatsApp. A buyer under the moniker 'martinkelly' contacted me through Telegram requesting to purchase the item. 
The buyer promised payment after receiving the item. 
After I delivered the item to the buyer, no payment was received, and the buyer became uncontactable. 
The total amount lost was SGD 113.83.
",FAILURE TO PAY FOR GOODS AND SERVICES,TAYLOR SWIFT CONCERT TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
XIN MIN,NG,G5322941H,MALE,1953-09-02,MALAYSIAN,CHINESE,GRAPHIC DESIGNER,+6591914064,xinmin_ng@gmail.com,851,BUKIT BATOK ST,#26-63,177680,D/20250713/2502,2025-06-15,2025-07-13,ECOMMERCE,SHOPEE,WHATSAPP,BANK TRANSFER,GXS,46392086,NA,NA,johnnewman,NA,145.51,"I came across a listing for abalones on Shopee, posted by someone using the moniker 'johnnewman'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $145.51 was made to GXS account 46392086 on 2025-06-15.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,ABALONES,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
WEI XIN,CHUA,S8332870R,MALE,1983-04-10,SINGAPOREAN,CHINESE,CUSTOMER SERVICE OFFICER,+6596442089,weixin.chua@outlook.com,516,GEYLANG RD,#16-19,787926,E/20250206/2626,2025-01-18,2025-02-06,ECOMMERCE,CAROUSELL,TELEGRAM,BANK TRANSFER,CITIBANK,36887258,NA,NA,eewing,NA,893.98,"I posted a listing to sell  a Genshin Impact game account on Carousell. A buyer under the moniker 'eewing' contacted me through Telegram requesting to purchase the item. 
The buyer promised payment after receiving the item. 
After I delivered the item to the buyer, no payment was received, and the buyer became uncontactable. 
The total amount lost was SGD 893.98.
",FAILURE TO PAY FOR GOODS AND SERVICES,GENSHIN IMPACT GAME ACCOUNT,GAME RELATED,NA,NA,NA,NA,NA,NA,NA,NA
MEENA,RAO,G9410470S,FEMALE,1994-04-28,MALAYSIAN,INDIAN,CUSTOMER SERVICE OFFICER,+6595910964,meena_rao@yahoo.com.sg,234,QUEENSTOWN RD,#13-80,362801,E/20250220/7352,2025-02-03,2025-02-20,ECOMMERCE,LAZADA,WHATSAPP,BANK TRANSFER,CIMB,80774064,NA,NA,lyonsjessica,NA,293.27,"I came across a listing for a Taylor Swift concert ticket on Lazada, posted by someone using the moniker 'lyonsjessica'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $293.27 was made to CIMB account 80774064 on 2025-02-03.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,TAYLOR SWIFT CONCERT TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
HASSAN,BIN ISMAIL,S6817810U,MALE,1968-05-07,SINGAPOREAN,MALAY,STUDENT,+6593214348,h.binismail@yahoo.com.sg,204,BISHAN ST,#29-18,542374,G/20250331/7775,2025-03-03,2025-03-31,ECOMMERCE,LAZADA,TELEGRAM,BANK TRANSFER,HSBC,72299275,NA,NA,bdixon,NA,949.41,"I came across a listing for a Taylor Swift concert ticket on Lazada, posted by someone using the moniker 'bdixon'. I contacted the individual through Telegram to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $949.41 was made to HSBC account 72299275 on 2025-03-03.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,TAYLOR SWIFT CONCERT TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
FATIMAH,BINTE ZAINAL,S9113433E,FEMALE,1991-09-19,SINGAPOREAN,MALAY,MARKETING EXECUTIVE,+6597938746,fatimah_bintezainal@hotmail.com,822,BOON LAY WAY,#11-85,188914,A/20250211/7532,2025-01-23,2025-02-11,ECOMMERCE,CAROUSELL,WHATSAPP,BANK TRANSFER,CITIBANK,35651269,NA,NA,vcarr,NA,105.44,"I came across a listing for crabs on Carousell, posted by someone using the moniker 'vcarr'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $105.44 was made to CITIBANK account 35651269 on 2025-01-23.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,CRABS,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
PRIYA,NAIR,G0743303M,FEMALE,2007-02-25,MALAYSIAN,INDIAN,DELIVERY DRIVER,+6596417985,p.nair@hotmail.com,903,BEDOK NORTH RD,#31-29,309267,F/20250718/7235,2025-06-28,2025-07-18,ECOMMERCE,FACEBOOK,FACEBOOK,BANK TRANSFER,CITIBANK,21038862,NA,NA,ericaaguirre,NA,192.56,"I posted a listing to sell  a Taylor Swift concert ticket on Facebook. A buyer under the moniker 'ericaaguirre' contacted me through Facebook requesting to purchase the item. 
The buyer promised payment after receiving the item. 
After I delivered the item to the buyer, no payment was received, and the buyer became uncontactable. 
The total amount lost was SGD 192.56.
",FAILURE TO PAY FOR GOODS AND SERVICES,TAYLOR SWIFT CONCERT TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
XIN WEI,WONG,S7685149H,MALE,1976-02-23,SINGAPOREAN,CHINESE,MARKETING EXECUTIVE,+6599695863,xinwei.wong@hotmail.com,529,JURONG WEST ST,#10-85,605612,G/20250224/7718,2025-02-03,2025-02-24,ECOMMERCE,LAZADA,TELEGRAM,BANK TRANSFER,DBS,27358573,NA,NA,qparsons,NA,129.28,"I came across a listing for durians on Lazada, posted by someone using the moniker 'qparsons'. I contacted the individual through Telegram to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $129.28 was made to DBS account 27358573 on 2025-02-03.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,DURIANS,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
HASSAN,BINTE RAHMAN,T0756159K,MALE,2007-08-12,SINGAPOREAN,MALAY,BANK TELLER,+6590028374,hassan_binterahman@yahoo.com.sg,542,ADMIRALTY DR,#35-88,854377,F/20250126/2534,2025-01-05,2025-01-26,ECOMMERCE,CAROUSELL,WHATSAPP,BANK TRANSFER,BOC,08637659,NA,NA,benjamin55,NA,165.52,"I came across a listing for abalones on Carousell, posted by someone using the moniker 'benjamin55'. I contacted the individual through WhatsApp to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $165.52 was made to BOC account 08637659 on 2025-01-05.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,ABALONES,FOOD RELATED,NA,NA,NA,NA,NA,NA,NA,NA
ARJUN,KUMAR,G6748963R,MALE,1967-02-13,MALAYSIAN,INDIAN,STUDENT,+6598153566,a.kumar@yahoo.com.sg,845,BUKIT BATOK ST,#35-99,231869,F/20250327/2473,2025-02-26,2025-03-27,ECOMMERCE,SHOPEE,TELEGRAM,BANK TRANSFER,BOC,47812914,NA,NA,ryanvasquez,NA,634.1,"I came across a listing for an Universal Studios Singapore attraction ticket on Shopee, posted by someone using the moniker 'ryanvasquez'. I contacted the individual through Telegram to inquire about the item. 
The seller requested full payment upfront. Subsequently, I made the following transaction:
A transaction of $634.10 was made to BOC account 47812914 on 2025-02-26.
After the payment was made, the item was not delivered. The seller became unresponsive and uncontactable.
",FAILURE TO DELIVER GOODS AND SERVICES,UNIVERSAL STUDIOS SINGAPORE ATTRACTION TICKET,TICKETS,NA,NA,NA,NA,NA,NA,NA,NA
